date,mean_precipitation,temperature_2m_max,surface_net_solar_radiation_sum,cumulative_precipitation
2023-01-01,0.050175189869605674,20.234292602539085,9634648.0,0.0
2023-01-02,11.451441049473488,20.040856933593773,1922384.0,0.0
2023-01-03,35.78539461642549,22.168634033203148,4834818.0,0.0
2023-01-04,0.01699455185644183,18.942742919921898,10347586.0,0.0
2023-01-05,0.0017106532936850272,11.90162048339846,10603140.0,0.0
2023-01-06,0.04575550542540441,12.298425292968773,9765894.0,0.0
2023-01-07,3.0030915722818463,15.008660888671898,1445622.0,0.0
2023-01-08,0.9392797946929932,13.83387145996096,8433464.0,0.0
2023-01-09,0.001275539318612573,12.355920410156273,10032720.0,0.0
2023-01-10,0.0004351138045421976,16.269067382812523,10290102.0,0.0
2023-01-11,0.11962652206420898,21.132546997070335,7317786.0,0.0
2023-01-12,8.455917239189148,18.48005065917971,4740582.0,0.0
2023-01-13,0.020241737331616605,7.026101684570335,6287904.0,0.0
2023-01-14,0.0,6.67066345214846,11257314.0,0.0
2023-01-15,0.0013049809126641776,12.731591796875023,11131630.0,0.0
2023-01-16,0.5519917640413041,15.812402343750023,1304860.0,0.0
2023-01-17,3.1540721653868786,19.91718444824221,6822818.0,0.0
2023-01-18,4.596972465510163,20.30561218261721,3756874.0,0.0
2023-01-19,11.253190040520167,18.594201660156273,11502490.0,0.0
2023-01-20,0.001722275101201376,9.40143737792971,11535616.0,0.0
2023-01-21,0.0004351138045421976,10.141717529296898,8893598.0,0.0
2023-01-22,4.6556442975997925,9.374917602539085,6269322.0,0.0
2023-01-23,1.7481714486962119,8.017144775390648,9048282.0,0.0
2023-01-24,1.7966210841109387,9.501641845703148,6372904.0,0.0
2023-01-25,15.690493583576881,6.820703125000023,4662372.0,0.0
2023-01-26,0.21578800141242027,5.997705078125023,8818722.0,0.0
2023-01-27,0.003597140221245354,13.03534851074221,12383204.0,0.0
2023-01-28,0.6273835896877245,10.485635375976585,3487296.0,0.0
2023-01-29,12.202163161703083,14.381097412109398,2539986.0,0.0
2023-01-30,4.139825648906026,12.663537597656273,2543494.0,0.0
2023-01-31,15.841019205481643,1.7440429687500227,1875330.0,0.0
2023-02-01,4.532974880476104,0.35404357910158524,5077826.0,0.0
2023-02-02,7.45026469229515,2.0918518066406477,3460246.0,0.0
2023-02-03,0.0019073486328125,3.5687652587890852,13188722.0,0.0
2023-02-04,0.0,8.366906738281273,9681928.0,0.0
2023-02-05,0.001267870288756967,15.359185791015648,12984420.0,0.0
2023-02-06,0.0004351138045421976,18.287942504882835,12536256.0,0.0
2023-02-07,0.003945827472762176,19.669351196289085,10981314.0,0.0
2023-02-08,4.105398058886323,19.746499633789085,3205818.0,0.0
2023-02-09,16.04898273933486,18.821755981445335,13830482.0,0.0
2023-02-10,0.0015676020552746195,11.975213623046898,10369950.0,0.0
2023-02-11,0.07404937980481918,9.444985961914085,11572884.0,0.0
2023-02-12,0.0,12.778970336914085,14701312.0,0.0
2023-02-13,0.0,17.137063598632835,14328978.0,0.0
2023-02-14,4.709583193630351,16.769250488281273,6680790.0,0.0
2023-02-15,3.904169651207212,21.850701904296898,9180104.0,0.0
2023-02-16,12.343140281700471,19.194757080078148,4163480.0,0.0
2023-02-17,0.14868378639221191,11.99830017089846,14864006.0,0.0
2023-02-18,0.0021583064722108247,11.067864990234398,15361348.0,0.0
2023-02-19,0.0017306896324953414,15.966287231445335,13107384.0,0.0
2023-02-20,0.0,21.318582153320335,10237304.0,0.0
2023-02-21,0.00257942849657411,19.744485473632835,10143920.0,0.0
2023-02-22,5.687260627667001,23.49244079589846,9013518.0,0.0
2023-02-23,6.787034869091713,22.441201782226585,11212366.0,0.0
2023-02-24,2.1761834620974696,17.136590576171898,1923986.0,0.0
2023-02-25,8.087188421995961,9.20862731933596,2556328.0,0.0
2023-02-26,1.7443180083205334,13.468591308593773,2221358.0,0.0
2023-02-27,0.5115330218359304,22.376504516601585,14344942.0,0.0
2023-02-28,0.0025817898290370067,22.997094726562523,16281502.0,0.0
2023-03-01,0.29008984563461127,22.265420532226585,6222994.0,0.0
2023-03-02,25.5119651556015,20.692285156250023,4600330.0,0.0
2023-03-03,30.24040460576316,19.942651367187523,6304258.0,0.0
2023-03-04,0.8631974457671276,16.288476562500023,12560168.771240234,0.0
2023-03-05,0.0004351138045421976,21.179772949218773,16971280.328125,0.0
2023-03-06,0.0025725612999849545,23.573205566406273,15079190.90234375,0.0
2023-03-07,0.0023911925950415025,20.728753662109398,16549801.6015625,0.0
2023-03-08,4.483926162890839,15.980706787109398,5082094.4921875,0.0
2023-03-09,26.47511722273066,16.676782226562523,6308662.65625,0.0
2023-03-10,3.310355543987953,15.29889831542971,16373460.87109375,0.0
2023-03-11,3.606457409716768,12.826196289062523,6672628.62109375,0.0
2023-03-12,19.100672006516106,13.428094482421898,11280558.25,0.0
2023-03-13,0.009302299702085293,11.22889099121096,18356016.8125,0.0
2023-03-14,0.000852346317969932,8.635781860351585,18880976.1875,0.0
2023-03-15,0.0012881691304755805,12.659600830078148,18783842.3125,0.0
2023-03-16,0.49903392791250667,17.873803710937523,9174239.25,0.0
2023-03-17,14.907756698278263,15.696313476562523,17742793.0,0.0
2023-03-18,5.709864581149304e-06,8.905511474609398,19087943.8125,0.0
2023-03-19,0.0012844800494349329,6.257165527343773,19293375.36328125,0.0
2023-03-20,0.001721326043480076,10.79041442871096,19148546.09375,0.0
2023-03-21,4.877266777175038,9.23505554199221,3546293.6953125,0.0
2023-03-22,19.282470508869665,22.027612304687523,6299536.0,0.0
2023-03-23,0.237306952385552,23.734368896484398,6576046.0,0.0
2023-03-24,3.2801389024825767,23.818215942382835,8619076.0,0.0
2023-03-25,11.266991530249015,20.962808227539085,17654984.0,0.0
2023-03-26,0.000852346317969932,24.467797851562523,19803694.0,0.0
2023-03-27,0.0,22.58600769042971,19968102.0,0.0
2023-03-28,0.9966790676116943,15.653298950195335,19292478.0,0.0
2023-03-29,0.000852346317969932,16.49768981933596,20688852.0,0.0
2023-03-30,0.0,20.86115417480471,16075148.0,0.0
2023-03-31,6.099492311477661,23.578347778320335,8530868.0,0.0
2023-04-01,2.8947546841990857,20.51831970214846,20844456.0,0.0
2023-04-02,0.0025710543063439673,21.739785766601585,20857876.0,0.0
2023-04-03,25.17262546433585,23.109307861328148,12524340.0,0.0
2023-04-04,0.3367811441421509,27.832055664062523,11846176.0,0.0
2023-04-05,5.900472402572632,26.12604675292971,7599854.0,0.0
2023-04-06,34.70248281945487,20.763772583007835,5329926.0,0.0
2023-04-07,0.14101768402952075,16.29920349121096,12886082.0,0.0
2023-04-08,0.39306101410829797,17.520120239257835,12941944.0,0.0
2023-04-09,0.10126829135970183,18.159814453125023,10770484.0,0.0
2023-04-10,0.013995170490943565,21.074884033203148,16085726.0,0.0
2023-04-11,0.003004073732881807,22.45716247558596,22130438.0,0.0
2023-04-12,-1.1921656550839543e-05,23.853479003906273,22198308.0,0.0
2023-04-13,0.3180354833602905,21.980889892578148,13532406.0,0.0
2023-04-14,0.38257539262076534,21.337091064453148,11558682.0,0.0
2023-04-15,0.7201233473779212,25.804986572265648,12329502.0,0.0
2023-04-16,8.289464417202907,23.54218444824221,21671732.0,0.0
2023-04-17,0.0017131263234659855,21.155053710937523,23338124.0,0.0
2023-04-18,0.0017224063526555256,24.256890869140648,22545682.0,0.0
2023-04-19,0.0025781586714401783,25.98829040527346,22222002.0,0.0
2023-04-20,0.0,25.814294433593773,20326358.0,0.0
2023-04-21,56.32522702217102,23.84528503417971,4385526.0,0.0
2023-04-22,0.056624412536621094,19.299127197265648,21930512.0,0.0
2023-04-23,0.3064274787902832,16.96778259277346,18662114.0,0.0
2023-04-24,0.001704692635939864,16.999841308593773,23577714.0,0.0
2023-04-25,0.2543047540370935,18.04987487792971,19132264.0,0.0
2023-04-26,1.6923248767852783,20.328652954101585,16223482.0,0.0
2023-04-27,7.408946752548218,20.086892700195335,6449330.0,0.0
2023-04-28,4.951971769230568,19.05372009277346,11559554.0,0.0
2023-04-29,6.398147344043537,19.411172485351585,9363860.0,0.0
2023-04-30,0.12402832504676553,19.238275146484398,19743990.0,0.0
2023-05-01,0.0008604752679275407,18.66254577636721,24387550.0,0.0
2023-05-02,0.0004351138613856165,19.518960571289085,24359816.0,0.0
2023-05-03,0.0,20.96875915527346,24659550.0,0.0
2023-05-04,0.0008583068797918258,24.14454040527346,21171298.0,0.0
2023-05-05,6.828683366393307,22.15680847167971,8888504.0,0.0
2023-05-06,1.0077893733928533,27.12244567871096,13688380.0,0.0
2023-05-07,0.5554944276795482,27.948281860351585,16307960.0,0.0
2023-05-08,0.005522370333466142,28.517984008789085,18524954.0,0.0
2023-05-09,1.6043726599939134,29.921670532226585,20289674.0,0.0
2023-05-10,6.983566284077369,27.71534118652346,16306340.0,0.0
2023-05-11,4.6317458151747815,28.031610107421898,13679974.0,0.0
2023-05-12,25.08783638472778,27.267617797851585,8888710.0,0.0
2023-05-13,6.092789769144957,28.937661743164085,18944570.0,0.0
2023-05-14,0.6852149963378906,30.615350341796898,21432880.0,0.0
